,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
12110,新北市,板橋區,僑中一街８０巷５之３號七樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,113994,2000000,21900000,121.44999999999999,38.24,34.91,25.01177,121.44482
12111,新北市,板橋區,僑中一街８０巷５之３號九樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,104657,1700000,19970000,121.44999999999999,38.24,34.91,25.01177,121.44482
12112,新北市,板橋區,僑中一街８０巷５之３號十樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,106777,1700000,20340000,121.44999999999999,38.24,34.91,25.01177,121.44482
12113,新北市,板橋區,僑中一街８０巷５號二樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,91812,1900000,18360000,124.63,39.19,34.91,25.01248,121.44814
12114,新北市,板橋區,僑中一街８０巷５之３號二樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,93609,2000000,18200000,120.34,37.88,34.91,25.01248,121.44814
12115,新北市,板橋區,僑中一街８０巷５之３號三樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,96007,1900000,18660000,121.44999999999999,38.24,34.91,25.01177,121.44482
12116,新北市,板橋區,僑中一街８０巷５之３號四樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,95091,1900000,18500000,121.44999999999999,38.24,34.91,25.01177,121.44482
12117,新北市,板橋區,僑中一街８０巷５之３號六樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,98528,1700000,18900000,121.44999999999999,38.24,30.13,25.01177,121.44482
12119,新北市,板橋區,僑中一街８０巷５之２號十三樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,111039,1600000,17000000,96.49000000000001,30.41,34.91,25.01122,121.4496
12120,新北市,板橋區,大漢街49號2樓,房地(土地+建物)+車位,住,2019-09-09,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,2,1,1,坡道平面,114583,0,11000000,43.97,10.18,30.87,25.02745,121.4783
12121,新北市,板橋區,大漢街27號2樓,房地(土地+建物)+車位,住,2019-09-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,109199,0,15100000,72.50999999999999,16.56,30.87,25.02717,121.47763
12122,新北市,板橋區,大漢街33號2樓,房地(土地+建物)+車位,住,2019-09-09,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,2,1,1,坡道平面,112062,0,11260000,46.980000000000004,10.85,30.87,25.02724,121.4778
12123,新北市,板橋區,僑中一街８０巷５之２號六樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,98781,1700000,15400000,96.49000000000001,30.41,30.13,25.01122,121.4496
12124,新北市,板橋區,僑中一街８０巷５之２號七樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,116086,1900000,18000000,96.49000000000001,30.41,34.91,25.01122,121.4496
12125,新北市,板橋區,僑中一街８０巷５之２號九樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,104622,1600000,16110000,96.49000000000001,30.41,30.13,25.01122,121.4496
12126,新北市,板橋區,僑中一街８０巷５之２號十樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,106713,1800000,16600000,96.49000000000001,30.41,34.91,25.01122,121.4496
12128,新北市,板橋區,僑中一街８０巷５之２號十一樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,108587,2000000,17060000,96.49000000000001,30.41,34.91,25.01122,121.4496
12129,新北市,板橋區,僑中一街８０巷５之２號十二樓,房地(土地+建物)+車位,住,2019-02-12,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,111183,1900000,17320000,96.49000000000001,30.41,34.91,25.01257,121.44777
12130,新北市,板橋區,中山路二段４４３巷60號五樓,房地(土地+建物)+車位,住,1995-03-27,True,華廈(10層含以下有電梯),1,3,2,True,True,1,1,1,升降機械,111259,0,10840000,81.10999999999999,13.86,10.08,25.02177,121.48102
12133,新北市,板橋區,北門街１５號六樓,房地(土地+建物)+車位,商,2018-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,170760,4000000,30560000,107.9,15.73,89.16,25.01094,121.45694
12135,新北市,板橋區,吳鳳路50巷89號2樓之2,房地(土地+建物)+車位,住,2017-07-25,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道機械,169896,0,21480000,75.16,13.74,22.06,25.03054,121.47047
12138,新北市,板橋區,藝文街118號10樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,128100,1550000,18180000,86.72,20.45,26.16,24.98854,121.42585
12139,新北市,板橋區,藝文街１４０號九樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,124827,1700000,10700000,48.16,11.5,31.0,25.02792,121.47848
12140,新北市,板橋區,縣民大道三段270巷19號12樓,房地(土地+建物)+車位,工,2005-01-28,True,住宅大樓(11層含以上有電梯),2,0,2,True,True,1,1,1,坡道機械,120376,0,18680000,104.24000000000001,18.63,16.72,25.02282,121.47858
12142,新北市,土城區,日和街23號十六樓,房地(土地+建物)+車位,商,2019-11-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,150744,2000000,30450000,123.72999999999999,29.1,39.63,24.96313,121.43525
12143,新北市,土城區,日和街7號二十樓,房地(土地+建物)+車位,商,2019-11-20,True,辦公商業大樓,0,1,0,True,True,1,1,1,坡道平面,136635,2200000,19110000,81.07,19.31,39.63,24.97181,121.43957
12144,新北市,土城區,日和街9號二十樓,房地(土地+建物)+車位,商,2019-11-20,True,辦公商業大樓,0,1,0,True,True,1,1,1,坡道平面,137853,2200000,16170000,66.35,15.92,39.63,24.97183,121.43954
12145,新北市,土城區,日和街13號二十樓,房地(土地+建物)+車位,商,2019-11-20,True,辦公商業大樓,0,1,0,True,True,1,1,1,坡道平面,137140,2200000,23790000,103.18999999999998,24.42,39.63,24.97187,121.43944
12146,新北市,土城區,日和街21號十八樓,房地(土地+建物)+車位,商,2019-11-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,148164,2200000,29800000,122.11,28.67,39.63,24.97216,121.43899
12147,新北市,土城區,日和街21號十七樓,房地(土地+建物)+車位,商,2019-11-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,149775,2200000,30100000,122.11,28.67,39.63,24.97216,121.43899
12154,新北市,土城區,日和街17號八樓,房地(土地+建物)+車位,商,2019-11-20,True,辦公商業大樓,0,1,0,True,True,1,1,1,坡道平面,129268,2000000,15100000,66.35,15.92,39.63,24.99046,121.50906
12155,新北市,土城區,中央路一段２６８號十一樓之１,房地(土地+建物)+車位,商,2019-11-20,True,辦公商業大樓,0,1,0,True,True,1,1,1,坡道平面,131044,2000000,15280000,66.35,15.99,39.63,24.98322,121.44363
12162,新北市,板橋區,藝文街１２６號七樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,123634,1550000,11170000,51.98,12.78,26.16,25.00953,121.45934
12163,新北市,板橋區,藝文街１３２號五樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,127544,1800000,12580000,56.459999999999994,13.63,31.0,25.02819,121.47831
12164,新北市,板橋區,藝文街１３６號十樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,127089,1700000,18200000,86.72,20.45,31.0,25.02807,121.47838
12165,新北市,板橋區,藝文街106號12樓,房地(土地+建物)+車位,住,2019-10-04,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,129420,1750000,21550000,102.19999999999999,23.01,26.16,25.01066,121.45596
12166,新北市,新店區,北新路一段１２６巷１０號３樓,房地(土地+建物)+車位,住,2019-08-05,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道機械,266570,1800000,23880000,55.22,11.71,16.26,24.9654,121.54086
12174,新北市,新店區,寶橋路78巷50號17樓,房地(土地+建物)+車位,住,2013-08-29,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,156999,0,27500000,106.00999999999999,14.16,26.42,24.97427,121.54692
12176,新北市,新店區,中興路三段221-9號十一樓,房地(土地+建物)+車位,住,1996-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道機械,145962,0,27800000,130.99,12.84,0.0,24.98252,121.54279
12177,新北市,深坑區,北深路三段２７０巷１８號四樓,房地(土地+建物)+車位,工,1992-03-17,True,廠辦,1,1,2,True,True,1,1,3,坡道平面,73047,0,48800000,516.9,91.28,0.0,25.00601,121.59885
12178,新北市,林口區,文化三路一段476號3樓之1,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,102499,2000000,14939455,84.58999999999999,15.04,31.55,25.07536,121.36975
12179,新北市,林口區,文化三路一段４７６號六樓之一,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,102414,2000000,14928745,84.58999999999999,15.04,31.55,25.07536,121.36975
12180,新北市,林口區,文化三路一段476號七樓之1,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,100642,1800000,14505090,84.58999999999999,15.04,29.02,25.07536,121.36975
12181,新北市,林口區,文化三路一段４７６號十二樓之一,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,106243,1700000,15112075,84.58999999999999,15.04,29.02,25.07536,121.36975
12182,新北市,林口區,文化三路一段４７６號四樓,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,100008,1800000,14415000,84.52999999999999,15.03,29.02,25.07536,121.36975
12183,新北市,林口區,文化三路一段４７６號七樓,房地(土地+建物)+車位,住,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,99535,1800000,14355316,84.52999999999999,15.03,31.55,25.07536,121.36975
12184,新北市,林口區,文化三路一段４７６號六樓,房地(土地+建物)+車位,商,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,101639,1800000,14620760,84.52999999999999,15.03,31.55,25.07536,121.36975
12185,新北市,林口區,文化三路一段４７６號八樓,房地(土地+建物)+車位,商,2019-11-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,102545,1700000,14635000,84.52999999999999,15.03,29.02,25.07536,121.36975
12188,新北市,泰山區,全興路18巷22號7樓,房地(土地+建物)+車位,住,2006-01-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,90346,0,14000000,93.58999999999999,27.86,29.69,25.05834,121.43169
12189,新北市,新莊區,泰山區信華一街51號16樓,房地(土地+建物)+車位,住,2014-09-11,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,2,1,2,坡道平面,96797,0,25600000,151.37,42.04,49.68,25.04571,121.44082
12190,新北市,五股區,新五路三段28號,房地(土地+建物)+車位,住,2016-09-29,True,店面(店鋪),0,0,1,True,True,1,1,1,坡道平面,133030,2000000,17200000,85.53,26.02,27.16,25.08728,121.44425
12191,新北市,五股區,芳洲二路67號,房地(土地+建物)+車位,住,2016-09-29,True,店面(店鋪),0,0,1,True,True,1,1,1,坡道平面,91070,2100000,11860000,80.79,25.12,27.16,25.08691,121.4446
12194,新北市,五股區,新五路三段２２０之１號十四樓,房地(土地+建物)+車位,商,2017-09-15,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,升降平面,83964,1250000,8350000,55.27,12.95,42.53,25.09033,121.44663
12195,新北市,新莊區,雙鳳路７７巷３號１８樓之２,房地(土地+建物)+車位,住,2016-07-04,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道機械,119608,2100000,21120000,108.96000000000001,18.15,36.02,25.02681,121.41415
12196,新北市,五股區,新城三路3號9樓,房地(土地+建物)+車位,住,2015-11-12,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,2,1,1,坡道平面,83416,2100000,10550000,68.32,17.34,23.05,25.09427,121.44749
12197,新北市,新莊區,民安西路３１３號六樓之一,房地(土地+建物)+車位,住,1997-06-16,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,升降平面,67827,0,11500000,93.7,22.85,0.0,25.01137,121.42732
12198,新北市,新莊區,中正路６５１之９號九樓,房地(土地+建物)+車位,工,2000-01-26,True,廠辦,0,0,0,False,False,1,1,3,坡道平面,74734,0,39202650,287.51,61.73,106.8,25.03101,121.42982
12200,新北市,林口區,文化一路一段99之1號十五樓,房地(土地+建物)+車位,住,2016-12-28,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,86702,0,18960000,97.76,41.23,68.16,25.07094,121.37251
12206,新北市,新莊區,中原路５１８號八樓之六,房地(土地+建物)+車位,商,2017-01-25,False,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,1,坡道平面,118201,2050000,16850000,77.14000000000001,16.91,36.94,25.05456,121.44622
12207,新北市,林口區,忠孝路１０５號十五樓,房地(土地+建物)+車位,住,2019-05-31,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,112319,1700000,21430000,116.48,20.74,20.38,25.07419,121.36656
12208,新北市,林口區,忠孝路１１３號九樓,房地(土地+建物)+車位,住,2019-05-31,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,117333,1700000,11820000,57.2,10.48,20.38,25.0733,121.36697
12209,新北市,林口區,文化三路二段２８６號九樓,房地(土地+建物)+車位,商,2018-06-28,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,2,1,坡道平面,95368,1650000,24110000,163.54,20.03,15.12,25.08634,121.37868
12210,新北市,林口區,文化三路二段２９８號二十二樓,房地(土地+建物)+車位,商,2018-06-28,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,103155,1600000,29880000,191.37,23.43,15.12,25.08673,121.37887
12211,新北市,林口區,文化三路二段２８２號七樓,房地(土地+建物)+車位,商,2018-06-28,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,101365,2000000,29930000,191.57999999999998,23.43,15.12,25.08612,121.37853
12212,新北市,林口區,文化三路二段２９０號九樓,房地(土地+建物)+車位,商,2018-06-28,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,96878,1650000,24580000,163.54,20.03,15.12,25.08651,121.37875
12214,新北市,新莊區,中德路２號,房地(土地+建物)+車位,商,2017-05-11,True,店面(店鋪),0,0,0,False,False,1,1,2,坡道平面,295601,4800000,47000000,91.55,23.15,81.38,25.05814,121.45156
12215,新北市,新莊區,福美街187號十六樓,房地(土地+建物)+車位,住,2018-08-23,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,132066,2050000,22400000,101.37,32.71,29.91,25.05658,121.46038
12217,新北市,新莊區,福美街１７２巷６６號四樓之一,房地(土地+建物)+車位,住,2019-04-26,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,121409,2350000,16000000,74.75,21.97,38.09,25.05579,121.46128
12218,新北市,新莊區,福美街１７２巷６６號十樓之五,房地(土地+建物)+車位,住,2019-04-26,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,131825,2200000,13500000,57.0,16.43,37.12,25.05579,121.46128
12221,新北市,汐止區,茄苳路１３０號九樓,房地(土地+建物)+車位,住,2009-12-04,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,9,1,1,坡道機械,104190,1000000,15200000,100.09000000000002,23.82,17.06,25.0701,121.6685
12223,新北市,汐止區,湖前街７７巷１２弄４號８樓之２,房地(土地+建物)+車位,住,1994-10-26,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,88432,0,9800000,68.92,14.56,29.36,25.07057,121.63079
12226,新北市,汐止區,龍安路１７９號１０樓,房地(土地+建物)+車位,住,1991-01-04,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,98784,0,21200000,187.48999999999998,36.79,0.0,25.06281,121.65319
12228,新北市,新店區,黎明路５６巷２９號三樓,房地(土地+建物)+車位,其他,1990-04-27,False,公寓(5樓含以下無電梯),2,3,3,True,True,6,2,1,坡道平面,37592,0,7000000,186.21,83.97,0.0,24.94794,121.50153
12231,新北市,淡水區,新市二路一段１３６號十八樓,房地(土地+建物)+車位,住,2017-11-28,True,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,1,坡道平面,50825,950000,4000000,35.71,9.79,34.83,25.15592,121.46876
12233,新北市,淡水區,民族路202號5樓,房地(土地+建物)+車位,住,2008-10-16,True,華廈(10層含以下有電梯),2,4,2,True,True,5,1,1,坡道平面,83656,0,16000000,109.49,41.37,31.69,25.13306,121.46122
12235,新北市,淡水區,新市五路三段２５２號三樓,房地(土地+建物)+車位,商,2017-12-29,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,59079,0,7750000,68.53999999999999,9.04,30.84,25.09023,121.44735
12236,新北市,淡水區,沙崙路一段１２６巷１０２號八樓,房地(土地+建物)+車位,住,2016-08-16,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,62999,0,9150000,74.75999999999999,20.88,36.52,25.18782,121.43194
12237,新北市,淡水區,淡金路二段385號十一樓,房地(土地+建物)+車位,住,2009-08-17,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,55606,0,8500000,90.52000000000001,21.66,29.99,25.18597,121.44655
12240,新北市,淡水區,新市一路二段２５２號十三樓,房地(土地+建物)+車位,住,2007-09-10,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,2,坡道機械,59366,0,7400000,74.63999999999999,20.13,26.9,25.18738,121.44704
12242,新北市,淡水區,民權路２５號十二樓之１６,房地(土地+建物)+車位,工,2008-12-23,True,套房(1房1廳1衛),2,1,1,True,True,1,1,1,坡道平面,76852,0,6700000,34.010000000000005,5.78,34.83,25.14233,121.46052
12243,新北市,淡水區,中正東路二段２７之１號二十八樓,房地(土地+建物)+車位,工,2000-04-18,True,辦公商業大樓,1,1,0,True,True,1,1,1,坡道平面,72495,0,30000000,267.38,34.87,41.99,25.15679,121.45945
12244,新北市,淡水區,新市二路一段１３０號四樓,房地(土地+建物)+車位,住,2017-11-28,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,45157,950000,5500000,61.48,17.55,37.86,25.17919,121.42249
12245,新北市,淡水區,新市三路一段１５２號十七樓,房地(土地+建物)+車位,住,2019-02-22,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,坡道平面,80932,1300000,6300000,41.64,12.03,25.02,25.18928,121.43878
12246,新北市,淡水區,新市三路一段１５６號十七樓,房地(土地+建物)+車位,住,2019-02-22,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,坡道平面,80932,1300000,6300000,41.64,12.03,25.02,25.15633,121.46814
12247,新北市,淡水區,新市一路一段２０２號十樓,房地(土地+建物)+車位,住,2016-10-20,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,53343,0,11200000,124.88,29.02,29.19,25.18584,121.43239
12249,新北市,三重區,中央北路３７號十三樓,房地(土地+建物)+車位,住,2016-12-06,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,144906,2500000,21700000,88.81,15.15,34.74,25.06481,121.50091
12250,新北市,三重區,中正北路１６５巷１５號三樓,房地(土地+建物)+車位,住,2008-02-01,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,116267,2400000,11570000,57.79,13.17,26.55,25.07043,121.47946
12252,新北市,蘆洲區,信義路３３９號六樓,房地(土地+建物)+車位,住,2019-05-20,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,145498,2100000,25000000,110.22000000000001,30.3,32.27,25.08696,121.47795
12253,新北市,三重區,集賢路６號六樓,房地(土地+建物)+車位,住,2009-01-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,97045,0,24700000,134.97,34.07,52.36,25.08736,121.49469
12264,新北市,蘆洲區,民族路４２２巷１５弄１６號八樓,房地(土地+建物)+車位,住,2018-05-22,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,升降平面,111049,0,15800000,80.38999999999999,26.31,20.57,25.09284,121.47352
12265,新北市,三重區,朝陽街５８號二樓,房地(土地+建物)+車位,住,2019-09-06,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,136063,2300000,19380000,82.86,22.86,38.19,25.05799,121.48269
12267,新北市,三重區,新生街116號8樓,房地(土地+建物)+車位,住,2018-11-26,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道機械,142666,1500000,22800000,100.77000000000001,19.62,16.79,25.05933,121.48291
12268,新北市,蘆洲區,中山一路１７７號十二樓,房地(土地+建物)+車位,住,2019-05-09,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,109948,0,14500000,64.21000000000001,20.06,36.4,25.08122,121.47493
12269,新北市,三重區,光復路一段４８號二十七樓之二,房地(土地+建物)+車位,住,2015-03-04,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,147253,2200000,32680000,146.04999999999998,22.96,34.45,25.0483,121.47196
12273,新北市,中和區,自立路３６之８號五樓,房地(土地+建物)+車位,住,1998-06-24,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,坡道平面,84042,0,8500000,53.66,15.63,35.57,24.99269,121.5227
12275,新北市,永和區,環河東路三段12號12樓之5,房地(土地+建物)+車位,住,2003-08-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,116216,0,19300000,100.69999999999999,10.7,26.46,25.00008,121.52883
12281,新北市,永和區,林森路130號11樓,房地(土地+建物)+車位,住,2011-02-09,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,155449,0,37000000,145.28,28.29,27.4,25.00327,121.52226
12283,新北市,永和區,仁愛路260號26樓,房地(土地+建物)+車位,住,2019-02-26,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,219133,2500000,37500000,113.53,13.71,43.77,25.00885,121.50435
12288,新北市,鶯歌區,建國路１８號十二樓,房地(土地+建物)+車位,住,2007-06-01,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,64777,0,12500000,116.62,34.67,32.71,24.95636,121.35608
12289,新北市,鶯歌區,尖山路217之2號三樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,57186,1200000,7630000,75.97999999999999,26.65,36.37,24.94602,121.34249
12291,新北市,鶯歌區,尖山路217號三樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,57110,1450000,11880000,122.75,43.35,36.37,24.94602,121.34249
12292,新北市,鶯歌區,尖山路217號四樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,57877,2200000,12770000,122.75,44.06,72.74,24.94602,121.34249
12293,新北市,鶯歌區,尖山路217號八樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,60669,2500000,13580000,122.75,44.06,72.74,24.94602,121.34249
12294,新北市,三峽區,學成路155號6樓,房地(土地+建物)+車位,住,2013-08-12,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,95575,2000000,30900000,219.57,47.58,25.02,24.94189,121.37413
12295,新北市,樹林區,大義路208號十八樓,房地(土地+建物)+車位,商,2009-01-08,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,76574,0,8780000,55.83,8.29,30.04,24.94573,121.37836
12296,新北市,鶯歌區,尖山路217之2號四樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,57364,1350000,7800000,75.97999999999999,26.65,36.37,24.94602,121.34249
12297,新北市,鶯歌區,尖山路217之2號七樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,58698,1300000,7900000,75.97999999999999,26.65,36.37,24.94602,121.34249
12298,新北市,鶯歌區,尖山路217之2號九樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,63323,1400000,8520000,75.97999999999999,26.65,36.37,24.94602,121.34249
12299,新北市,鶯歌區,尖山路217之2號十一樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,62078,1100000,8080000,75.97999999999999,26.65,36.37,24.94602,121.34249
12300,新北市,鶯歌區,尖山路217之2號十二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,61188,1200000,8080000,75.97999999999999,26.65,36.37,24.94602,121.34249
12301,新北市,鶯歌區,尖山路217之3號三樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,60102,1250000,8000000,75.85,26.65,36.37,24.94602,121.34249
12302,新北市,鶯歌區,尖山路217之3號四樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,57876,1200000,7700000,75.85,26.65,36.37,24.94602,121.34249
12303,新北市,鶯歌區,尖山路217之3號五樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,59122,1200000,7840000,75.85,26.65,36.37,24.94602,121.34249
12304,新北市,鶯歌區,尖山路217之3號六樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,59656,1300000,8000000,75.85,26.65,36.37,24.94602,121.34249
