,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
19559,桃園市,桃園區,文中三路80號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,69594,1600000,6720000,50.300000000000004,11.95,26.57,25.01573,121.13475
19560,桃園市,桃園區,文中三路88號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,79658,1750000,10330000,73.58,17.24,25.41,24.99378,121.27732
19561,桃園市,桃園區,文中三路88號11樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,79094,1700000,10220000,73.58,17.24,26.57,24.99378,121.27732
19562,桃園市,桃園區,文中三路66號7樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70348,1550000,7500000,57.82,13.68,25.41,24.99379,121.27736
19563,桃園市,桃園區,文中三路66號13樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,72704,1700000,7850000,57.82,13.68,26.57,24.99583,121.29485
19564,桃園市,桃園區,文中三路60號5樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,71666,1600000,11090000,90.53,21.11,26.57,24.99628,121.29353
19565,桃園市,桃園區,文中三路80號7樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70681,1600000,6800000,50.300000000000004,11.95,26.57,24.99378,121.27734
19566,桃園市,桃園區,文中三路80號12樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70953,1600000,6820000,50.300000000000004,11.95,26.57,25.01573,121.13475
19567,桃園市,桃園區,文中三路58號12樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,72037,3400000,15750000,117.13000000000001,27.72,53.14,24.99614,121.29356
19568,桃園市,桃園區,文中三路56號3樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,74744,3400000,16300000,117.9,27.97,53.14,24.99379,121.27738
19569,桃園市,桃園區,文中三路56號12樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,71267,3400000,15720000,118.18,27.97,53.14,24.99614,121.2936
19570,桃園市,桃園區,文中三路80號11樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71361,1600000,6850000,50.300000000000004,11.95,26.57,24.99378,121.27734
19571,桃園市,桃園區,文中三路66號10樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,77078,1600000,8120000,57.82,13.68,26.57,24.99379,121.27736
19572,桃園市,桃園區,文中三路70號3樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,71852,1700000,9090000,70.27,16.48,26.57,24.99613,121.29325
19573,桃園市,桃園區,文中三路70號5樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,72922,1700000,9200000,70.27,16.48,26.57,24.99613,121.29325
19574,桃園市,桃園區,文中三路32號7樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71089,1600000,6830000,50.300000000000004,11.95,26.57,24.99616,121.29421
19575,桃園市,桃園區,文中三路18號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,73531,3150000,11070000,73.58,17.75,51.98,24.9961,121.29468
19576,桃園市,桃園區,文中三路58號7樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,69995,3400000,15400000,117.13000000000001,27.72,53.14,24.99614,121.29356
19577,桃園市,桃園區,文中三路68號12樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,72521,1600000,11320000,91.56,21.36,26.57,24.99379,121.27736
19578,桃園市,桃園區,文中三路66號11樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71285,1700000,7730000,57.82,13.68,26.57,24.99379,121.27736
19579,桃園市,桃園區,文中三路32號5樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,69730,1700000,6830000,50.300000000000004,11.95,26.57,24.99616,121.29421
19580,桃園市,桃園區,文中三路32號10樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,72312,1800000,7120000,50.300000000000004,11.95,26.57,24.99616,121.29421
19581,桃園市,桃園區,文中三路36號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,69594,1600000,6720000,50.300000000000004,11.95,26.57,24.99618,121.2941
19582,桃園市,桃園區,文中三路18號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,70553,1600000,9200000,73.58,17.24,26.57,24.9961,121.29468
19583,桃園市,桃園區,文中三路80號10樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,77749,1600000,7320000,50.300000000000004,11.95,26.57,24.99378,121.27734
19584,桃園市,桃園區,文中三路66號15樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71758,1600000,7670000,57.82,13.68,26.57,24.99583,121.29485
19585,桃園市,桃園區,文中三路70號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,76811,1800000,9700000,70.27,16.48,26.57,25.01563,121.1346
19586,桃園市,桃園區,文中三路80號14樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70409,1700000,6880000,50.300000000000004,11.95,26.57,25.01573,121.13475
19587,桃園市,桃園區,文中三路68號9樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,71775,3350000,12970000,91.56,21.87,51.98,24.99379,121.27736
19588,桃園市,桃園區,文中三路66號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70694,1900000,7880000,57.82,13.68,26.57,24.99613,121.29332
19590,桃園市,桃園區,文中三路58號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,72037,3400000,15750000,117.13000000000001,27.72,53.14,24.99614,121.29356
19591,桃園市,桃園區,文中三路32號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70273,1600000,6770000,50.300000000000004,11.95,26.57,24.99616,121.29421
19592,桃園市,桃園區,文中三路70號2樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,79047,1600000,9730000,70.27,16.48,26.57,24.99613,121.29325
19593,桃園市,桃園區,文中三路70號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,75352,1600000,9350000,70.27,16.48,26.57,24.99378,121.27735
19594,桃園市,桃園區,文中三路78號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70681,1700000,6900000,50.300000000000004,11.95,26.57,24.99378,121.27734
19595,桃園市,桃園區,文中三路78號9樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,76798,1600000,7250000,50.300000000000004,11.95,26.57,24.99378,121.27734
19596,桃園市,桃園區,文中三路78號13樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71089,1600000,6830000,50.300000000000004,11.95,26.57,24.99584,121.2949
19597,桃園市,桃園區,文中三路80號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,78972,1550000,7360000,50.300000000000004,11.95,25.41,24.99378,121.27734
19598,桃園市,桃園區,民富八街２８巷１弄１３號,房地(土地+建物)+車位,住,1996-01-06,False,透天厝,3,5,3,True,True,1,1,1,坡道平面,51051,0,13580000,227.45999999999998,86.12,0.0,25.00874,121.3164
19599,桃園市,桃園區,文中三路80號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70681,1700000,6900000,50.300000000000004,11.95,26.57,24.99378,121.27734
19600,桃園市,桃園區,文中三路88號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,72131,1600000,9370000,73.58,17.24,26.57,24.99378,121.27732
19601,桃園市,桃園區,文中三路80號5樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70273,1600000,6770000,50.300000000000004,11.95,26.57,24.99613,121.29308
19602,桃園市,桃園區,文中三路32號4樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70273,1600000,6770000,50.300000000000004,11.95,26.57,24.99616,121.29421
19603,桃園市,桃園區,文中三路78號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,77477,1600000,7300000,50.300000000000004,11.95,26.57,24.99378,121.27734
19604,桃園市,桃園區,文中三路68號14樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,72521,1550000,11270000,91.56,21.36,25.41,24.99583,121.29486
19605,桃園市,桃園區,文中三路66號3樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,75895,1600000,8020000,57.82,13.68,26.57,24.99613,121.29332
19606,桃園市,桃園區,文中三路66號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,71285,1600000,7630000,57.82,13.68,26.57,24.99379,121.27736
19607,桃園市,桃園區,文中三路66號14樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,80624,1700000,8520000,57.82,13.68,26.57,24.99583,121.29485
19608,桃園市,桃園區,文中三路32號9樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,74215,1600000,7060000,50.300000000000004,11.95,26.57,24.99616,121.29421
19609,桃園市,桃園區,文中三路78號5樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,72040,1650000,6950000,50.300000000000004,11.95,25.41,24.99613,121.29311
19610,桃園市,桃園區,大興西路二段１３９巷１５５號五樓,房地(土地+建物)+車位,住,2008-04-24,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,坡道平面,65274,0,5500000,36.440000000000005,9.52,31.88,25.00877,121.29841
19612,桃園市,桃園區,介壽路３之１４號五樓,房地(土地+建物)+車位,住,2003-07-28,False,住宅大樓(11層含以上有電梯),1,1,1,True,True,1,1,1,坡道平面,57495,0,5500000,46.69,8.64,30.33,24.92327,121.2958
19614,桃園市,桃園區,經國路３１０號十二樓,房地(土地+建物)+車位,住,2000-03-04,True,住宅大樓(11層含以上有電梯),2,4,3,True,True,1,1,1,坡道平面,75587,0,19800000,182.23000000000002,25.8,0.0,25.02282,121.30376
19615,桃園市,桃園區,朝陽街９６號四樓,房地(土地+建物)+車位,住,2018-07-04,False,華廈(10層含以下有電梯),2,2,1,True,True,2,1,1,升降機械,68701,800000,8500000,70.18,27.85,22.25,24.99866,121.31312
19616,桃園市,桃園區,正光路８６巷１５號九樓,房地(土地+建物)+車位,住,2018-07-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,68276,1700000,9900000,82.24000000000001,27.07,37.63,24.99186,121.2949
19617,桃園市,桃園區,力行路４６９巷６２號十四樓,房地(土地+建物)+車位,住,2018-09-12,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,75021,1950000,10900000,81.35000000000001,21.08,39.91,25.00252,121.30357
19618,桃園市,桃園區,正光路８６巷２３號八樓,房地(土地+建物)+車位,住,2018-07-09,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,67165,1800000,7730000,60.480000000000004,19.84,37.63,24.99208,121.29492
19620,桃園市,桃園區,民生路495之1號,房地(土地+建物)+車位,住,2014-10-01,True,店面(店鋪),0,0,0,False,True,1,1,1,坡道平面,131989,1500000,18000000,87.69000000000001,24.94,40.08,24.99012,121.31583
19622,桃園市,桃園區,介壽路１１之３號十一樓,房地(土地+建物)+車位,住,2003-07-28,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,62781,0,6700000,56.769999999999996,10.52,30.32,24.92327,121.2958
19623,桃園市,桃園區,介壽路５之２號十三樓,房地(土地+建物)+車位,住,2003-07-28,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,坡道平面,63091,0,6000000,46.67,8.64,31.69,24.98336,121.31008
19624,桃園市,桃園區,正光路３００號五樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,3,True,True,1,1,3,坡道平面,94401,5100000,26630000,151.19000000000003,37.85,69.15,24.99845,121.29534
19626,桃園市,桃園區,民有東路１２巷４６號三樓,房地(土地+建物)+車位,住,1994-07-23,False,公寓(5樓含以下無電梯),2,3,2,True,True,1,1,1,坡道平面,39761,0,5800000,96.97,40.99,0.0,25.00746,121.3151
19628,桃園市,桃園區,大興西路一段266號5樓,房地(土地+建物)+車位,商,2015-08-24,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,3,坡道平面,88453,4500000,26470000,174.18,35.24,109.43,25.01282,121.30065
19629,桃園市,桃園區,大興西路一段270號四樓,房地(土地+建物)+車位,商,2015-08-24,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,85633,3000000,25530000,184.73000000000002,31.13,65.98,25.01278,121.30053
19630,桃園市,桃園區,正光一街289號11樓,房地(土地+建物)+車位,住,2019-01-08,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,82445,1600000,13050000,94.47000000000001,27.29,45.09,24.99906,121.28887
19631,桃園市,桃園區,龍城一街59號十四樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,59313,1400000,9960000,103.94999999999999,26.58,40.36,24.8714,121.19831
19632,桃園市,桃園區,龍城一街77號五樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,60941,1450000,6360000,58.019999999999996,15.11,40.36,24.93363,121.25439
19633,桃園市,桃園區,龍城一街89號十五樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,60814,1450000,8170000,79.61,20.46,41.49,24.8707,121.19801
19634,桃園市,桃園區,龍城一街81號三樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,57947,1400000,7780000,79.2,20.4,40.36,24.87087,121.19808
19635,桃園市,桃園區,龍城一街53號二樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,55852,1400000,5900000,58.019999999999996,15.11,40.36,24.98819,121.28069
19636,桃園市,桃園區,龍城一街87號十五樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,58778,1400000,6730000,65.2,16.89,40.36,24.87074,121.19803
19637,桃園市,桃園區,龍城一街89號七樓,房地(土地+建物)+車位,住,2019-05-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,59723,1450000,8050000,79.61,20.46,40.36,24.8707,121.19801
19642,桃園市,桃園區,園二街158號五樓,房地(土地+建物)+車位,住,2018-10-05,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,2,坡道平面,97938,3200000,17780000,100.35,30.85,71.54,24.99831,121.31764
19643,桃園市,桃園區,園二街168號5樓,房地(土地+建物)+車位,住,2018-10-05,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,2,坡道平面,102334,3700000,17640000,90.75,28.91,71.54,24.99831,121.31764
19644,桃園市,桃園區,文中東路８９號十七樓,房地(土地+建物)+車位,住,2018-04-26,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,91875,1650000,13930000,89.16999999999999,22.3,37.36,24.99655,121.31616
19649,桃園市,桃園區,大興西路二段２７７號二十樓之一,房地(土地+建物)+車位,住,1995-11-03,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,60035,0,11400000,167.57000000000002,15.01,0.0,25.0076,121.29343
19650,桃園市,桃園區,大興西路一段１９８號二十一樓,房地(土地+建物)+車位,住,2004-06-07,True,住宅大樓(11層含以上有電梯),3,4,4,True,True,1,1,2,坡道平面,79717,0,41000000,347.21000000000004,53.49,0.0,25.01405,121.30321
